level,config_label,preprocessing,model_name,params_json,n_standard_spectra,n_concentration_groups,concentration_groups_mg_L,n_cv_test_concentration_groups,held_out_test_concentrations_mg_L,edge_concentrations_not_tested_mg_L,validation_design,selection_rule,fit_status,error_message,cv_rmse,cv_mae,cv_r2,cv_smape_percent,cv_mape_percent,cv_bias_mg_L,cv_median_abs_error_mg_L,cv_max_abs_error_mg_L,n_cv_test_spectra
Mid,Mid__sg_selected__PCA_PLSRegression__008,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 10, ""model__pls__n_components"": 2}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3665427964216451,0.3586738430318382,0.8656463783914004,6.317313314672767,6.221005125390187,-0.0253087356955368,0.381935898093853,0.4556940798786018,20
Mid,Mid__sg_selected__PCA_PLSRegression__009,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 10, ""model__pls__n_components"": 3}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.366542796421645,0.3586738430318383,0.8656463783914005,6.317313314672761,6.221005125390187,-0.025308735695535,0.381935898093853,0.4556940798786026,20
Mid,Mid__sg_selected__PCA_PLSRegression__010,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 1}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3103033890219272,0.2724201439195856,0.9037118067615064,5.2439294566108,5.063472884174865,-0.2066819334536456,0.2819005858964574,0.4875290593622878,20
Mid,Mid__sg_selected__PCA_PLSRegression__011,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 2}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3103033890219311,0.2724201439195876,0.903711806761504,5.24392945661085,5.06347288417491,-0.2066819334536557,0.281900585896468,0.4875290593622914,20
Mid,Mid__sg_selected__PCA_PLSRegression__012,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 3}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3103033890219318,0.2724201439195873,0.9037118067615036,5.24392945661085,5.063472884174907,-0.2066819334536603,0.2819005858964729,0.4875290593622923,20
Mid,Mid__sg_selected__Ridge__013,sg_selected,Ridge,"{""model__alpha"": 0.01}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3280731317508407,0.2845579873094699,0.8923680202231955,5.492633780146507,5.286378222847792,-0.2507583966412058,0.3269710402474715,0.503108900318769,20
Mid,Mid__sg_selected__Ridge__014,sg_selected,Ridge,"{""model__alpha"": 0.1}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3332132334596439,0.3016993732952141,0.8889689410473689,5.651621144521242,5.494768246248619,-0.1154740913938984,0.3418612701135974,0.4756199130792389,20
Mid,Mid__sg_selected__Ridge__015,sg_selected,Ridge,"{""model__alpha"": 1.0}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2967521348528061,0.2620151584556394,0.911938170460302,5.00150306782404,4.8514336067306125,-0.1553737010865476,0.2821660359392086,0.4532187949413906,20
Mid,Mid__sg_selected__Ridge__016,sg_selected,Ridge,"{""model__alpha"": 10.0}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.6275012158324348,0.5754613032103695,0.6062422241288161,9.800226387409712,9.299268515410915,-0.5754613032103695,0.5196678672570996,1.082956573100014,20
Mid,Mid__sg_selected__Lasso__017,sg_selected,Lasso,"{""model__alpha"": 0.001}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3320072796599283,0.3143319204037818,0.8897711662528142,5.108365089987458,5.1365480106580055,0.0881997186923885,0.2971604729350705,0.5210593684708309,20
Mid,Mid__sg_selected__Lasso__018,sg_selected,Lasso,"{""model__alpha"": 0.01}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.1563073483321717,0.1373855598362514,0.9755680128573652,2.49357224667438,2.452405518623376,-0.1298426224112463,0.1472539580806771,0.2810025715582034,20
Mid,Mid__sg_selected__Lasso__019,sg_selected,Lasso,"{""model__alpha"": 0.1}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.1499945211489854,0.1129990528780549,0.9775016436252866,1.8035827280610863,1.777521089555521,-0.1106716572899076,0.0874170915784549,0.3220978207027007,20
Mid,Mid__sg_selected__ElasticNet__020,sg_selected,ElasticNet,"{""model__alpha"": 0.001, ""model__l1_ratio"": 0.5}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.2857618029532426,0.2608891883020435,0.9183401919729122,4.820459798711179,4.715830982119321,-0.0852057139295008,0.3000442170781285,0.4070442987753608,20
Mid,Mid__sg_selected__ElasticNet__021,sg_selected,ElasticNet,"{""model__alpha"": 0.01, ""model__l1_ratio"": 0.5}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.212481525968897,0.1858440946792629,0.9548516011219288,3.52294211180859,3.443559995238818,-0.1227014285522314,0.181047032579821,0.3939978730209681,20
Mid,Mid__sg_selected__ElasticNet__022,sg_selected,ElasticNet,"{""model__alpha"": 0.1, ""model__l1_ratio"": 0.5}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.3316026435380492,0.3062585011351983,0.8900396867985775,5.213799561122088,5.06681092486332,-0.3062585011351983,0.2647195924770429,0.589445973189803,20
Mid,Mid__sg_selected__SVR_RBF__023,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.7967507418769322,0.617344298615089,0.3651882553185581,9.8751207257394,9.216177284101777,-0.4866136890019857,0.5730801821330327,1.3231928882294677,20
Mid,Mid__sg_selected__SVR_RBF__024,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.7919023570148881,0.6160996783285329,0.3728906569542647,9.859911715030208,9.213659579536396,-0.4773629975478865,0.5743970344304712,1.3146420629272946,20
Mid,Mid__sg_selected__SVR_RBF__025,sg_selected,SVR_RBF,"{""model__C"": 1.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.7209103750185711,0.5880159342071398,0.480288231190583,9.469159315952655,8.976705360145612,-0.3862487291918748,0.5397708705924908,1.2023428906768547,20
Mid,Mid__sg_selected__SVR_RBF__026,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.7946880881509852,0.6765895820280281,0.3684708425509319,11.021649915961932,10.465366319571276,-0.3966592803182205,0.6826265650358181,1.2240846527345468,20
Mid,Mid__sg_selected__SVR_RBF__027,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.789016095184786,0.6377046096605304,0.3774536015393527,10.277694707348829,9.670172212737626,-0.441667383505013,0.6227322838401119,1.2658254561363511,20
Mid,Mid__sg_selected__SVR_RBF__028,sg_selected,SVR_RBF,"{""model__C"": 10.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.7196265065220625,0.6036718069328337,0.4821376911108519,9.782125091339095,9.321327333466126,-0.3595662748838583,0.5573298396000919,1.1857149991284528,20
Mid,Mid__sg_selected__SVR_RBF__029,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.05, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.7946880881509852,0.6765895820280281,0.3684708425509319,11.021649915961932,10.465366319571276,-0.3966592803182205,0.6826265650358181,1.2240846527345468,20
Mid,Mid__sg_selected__SVR_RBF__030,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.789016095184786,0.6377046096605304,0.3774536015393527,10.277694707348829,9.670172212737626,-0.441667383505013,0.6227322838401119,1.2658254561363511,20
Mid,Mid__sg_selected__SVR_RBF__031,sg_selected,SVR_RBF,"{""model__C"": 100.0, ""model__epsilon"": 0.5, ""model__gamma"": ""scale""}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.7196265065220625,0.6036718069328337,0.4821376911108519,9.782125091339095,9.321327333466126,-0.3595662748838583,0.5573298396000919,1.1857149991284528,20
Mid,Mid__sg_selected__RandomForestRegressor__032,sg_selected,RandomForestRegressor,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,1.7337583363173772,1.6387500000000004,-2.00591796875,28.36088868724541,26.491071428571438,-0.5606249999999998,1.7125,2.225,20
Mid,Mid__sg_selected__RandomForestRegressor__033,sg_selected,RandomForestRegressor,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,1.7337583363173772,1.6387500000000004,-2.00591796875,28.36088868724541,26.491071428571438,-0.5606249999999998,1.7125,2.225,20
Mid,Mid__sg_selected__RandomForestRegressor__034,sg_selected,RandomForestRegressor,"{""model__max_features"": 0.5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,1.7754686881215338,1.656875,-2.1522890625000004,28.82129590470833,26.60357142857142,-0.6300000000000001,1.7531249999999998,2.3125,20
Mid,Mid__sg_selected__RandomForestRegressor__035,sg_selected,RandomForestRegressor,"{""model__max_features"": 0.5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,1.7754686881215338,1.656875,-2.1522890625000004,28.82129590470833,26.60357142857142,-0.6300000000000001,1.7531249999999998,2.3125,20
Mid,Mid__sg_selected__RandomForestRegressor__036,sg_selected,RandomForestRegressor,"{""model__max_features"": 1.0, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,1.760636204259699,1.6631250000000002,-2.0998398437500003,28.828192747748997,26.874999999999996,-0.5725,1.7375000000000005,2.2625,20
Mid,Mid__sg_selected__RandomForestRegressor__037,sg_selected,RandomForestRegressor,"{""model__max_features"": 1.0, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 160}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,1.760636204259699,1.6631250000000002,-2.0998398437500003,28.828192747748997,26.874999999999996,-0.5725,1.7375000000000005,2.2625,20
Mid,Mid__sg_selected__GradientBoostingRegressor__038,sg_selected,GradientBoostingRegressor,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 120}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,1.9235298402716416,1.6652821038966834,-2.6999670464154475,29.629297754876703,25.82230375428501,-0.9538863093803468,1.691812311828087,2.7016297845937274,20
Mid,Mid__sg_selected__GradientBoostingRegressor__039,sg_selected,GradientBoostingRegressor,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 120}",40,4,"3, 5, 7, 10",2,"5, 7","3, 10",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,2.080817434325311,1.6228764023269626,-3.3298011949921698,29.51841484432319,24.100101919482636,-1.302222742142854,1.6226795972572914,2.927057583243463,20
High,High__sg_selected__PLSRegression__000,sg_selected,PLSRegression,"{""model__n_components"": 1}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.351702458886284,2.9890027865975526,0.928102980013412,5.595500642693514,5.404893213578708,-2.0433951269294357,3.348160694499086,4.85272113313637,20
High,High__sg_selected__PLSRegression__001,sg_selected,PLSRegression,"{""model__n_components"": 2}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,4.259517241404723,4.0372048834695695,0.8838816823691258,6.629743410794317,6.589409156368944,0.417796948241017,3.881048057277866,7.134164243456269,20
High,High__sg_selected__PLSRegression__002,sg_selected,PLSRegression,"{""model__n_components"": 3}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.9593889417224433,3.792643358066055,0.8996687309322626,6.115784348133474,6.3299051738316985,3.792643358066055,3.780666949120068,6.114671829908204,20
High,High__sg_selected__PLSRegression__003,sg_selected,PLSRegression,"{""model__n_components"": 5}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,0.6936334707804308,0.5619904686445863,0.9969207846925638,0.8870498414956808,0.8928997487034936,0.521693638903973,0.5227432022890213,1.5904621555720553,20
High,High__sg_selected__PCA_PLSRegression__004,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 5, ""model__pls__n_components"": 1}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,4.872572438420204,4.636098933405028,0.8480514421270259,7.072781948794307,7.341832870231019,4.636098933405028,4.177682103796098,7.624154656341716,20
High,High__sg_selected__PCA_PLSRegression__005,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 5, ""model__pls__n_components"": 2}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,4.872572438420213,4.63609893340503,0.8480514421270253,7.072781948794307,7.341832870231017,4.63609893340503,4.177682103796073,7.624154656341744,20
High,High__sg_selected__PCA_PLSRegression__006,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 5, ""model__pls__n_components"": 3}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,4.872572438420181,4.636098933404988,0.8480514421270273,7.072781948794228,7.341832870230933,4.636098933404988,4.177682103795988,7.624154656341744,20
High,High__sg_selected__PCA_PLSRegression__007,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 10, ""model__pls__n_components"": 1}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,4.411547838556339,4.370610103437465,0.8754447722760249,7.180432199722143,7.123636925483742,0.4821397407360955,4.381699584899334,5.6363382487568,20
High,High__sg_selected__PCA_PLSRegression__008,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 10, ""model__pls__n_components"": 2}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,4.41154783855636,4.37061010343749,0.8754447722760237,7.1804321997222,7.123636925483794,0.482139740736066,4.381699584899362,5.636338248756786,20
High,High__sg_selected__PCA_PLSRegression__009,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 10, ""model__pls__n_components"": 3}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,4.411547838556382,4.370610103437509,0.8754447722760225,7.180432199722217,7.123636925483819,0.4821397407360951,4.381699584899387,5.636338248756843,20
High,High__sg_selected__PCA_PLSRegression__010,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 1}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.4690658879523566,3.368454534980568,0.92297972393629,6.046190095096834,5.839464934624415,-3.368454534980568,3.2835039803145527,4.54331567076828,20
High,High__sg_selected__PCA_PLSRegression__011,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 2}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.469065887952372,3.368454534980587,0.9229797239362894,6.046190095096861,5.8394649346244405,-3.368454534980587,3.2835039803145705,4.54331567076828,20
High,High__sg_selected__PCA_PLSRegression__012,sg_selected,PCA_PLSRegression,"{""model__pca__n_components"": 20, ""model__pls__n_components"": 3}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.469065887952238,3.368454534980459,0.9229797239362952,6.046190095096617,5.839464934624213,-3.368454534980459,3.2835039803144284,4.543315670768102,20
High,High__sg_selected__Ridge__013,sg_selected,Ridge,"{""model__alpha"": 0.01}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,1.7983428779261277,1.3798780729080569,0.9793021625178392,1.944575792007683,1.9703353490873832,1.068480338156128,0.8384794577140227,3.7709785789627546,20
High,High__sg_selected__Ridge__014,sg_selected,Ridge,"{""model__alpha"": 0.1}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.572346987376924,3.2744514166367127,0.9183253568113856,5.017426418626734,5.159213693243441,3.2744514166367127,2.8539398367645745,6.482265885270579,20
High,High__sg_selected__Ridge__015,sg_selected,Ridge,"{""model__alpha"": 1.0}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.3462446532275405,2.4102716173438474,0.928336939012775,3.2666520657174387,3.363603995008668,2.2979787664855715,1.2225001615942863,7.006558781492785,20
High,High__sg_selected__Ridge__016,sg_selected,Ridge,"{""model__alpha"": 10.0}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.765877531211999,3.484495334471043,0.9092362650874408,5.617882571325557,5.6130638501105246,0.583285122023641,3.2685870128611896,6.775858198357412,20
High,High__sg_selected__Lasso__017,sg_selected,Lasso,"{""model__alpha"": 0.001}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,4.378579678485269,4.133046723651271,0.8772994559945974,6.359718902137873,6.5816126357610445,4.133046723651271,3.857097579461712,7.231771103373347,20
High,High__sg_selected__Lasso__018,sg_selected,Lasso,"{""model__alpha"": 0.01}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.228319097206928,2.786584952638028,0.933298917162298,4.173629307789684,4.281611220172933,2.786584952638028,2.44947184129186,6.201813035873812,20
High,High__sg_selected__Lasso__019,sg_selected,Lasso,"{""model__alpha"": 0.1}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.241068979963912,2.390753936055651,0.9327710199495404,3.253426703113628,3.343181716383956,2.1768306867983496,1.329296040995466,6.48825804381417,20
High,High__sg_selected__ElasticNet__020,sg_selected,ElasticNet,"{""model__alpha"": 0.001, ""model__l1_ratio"": 0.5}",40,4,"25, 50, 75, 100",2,"50, 75","25, 100",Middle-concentration-only LeaveOneConcentrationOut within the locked level; minimum and maximum concentrations are not held out as test folds,"lowest middle-heldout level-specific CV RMSE, then MAE and sMAPE; blind labels unused",ok,,3.476884276153058,3.169142262038934,0.9226321646735336,4.790020548883524,4.918673500408085,3.169142262038934,2.694827855786201,6.225639593437748,20
